Date,Time,Site,Station_ID,Depth_TMB,Depth_m,Comments,chla_ug.L,TSS_mg.L,VSS_mg.L,TDS_mg.L,NH4_mg.L,Nox_mg.L,TKN_mg.L,TP_mg.L,DOPO4_mg.L,TOC_mg.L,DOC_mg.L,Alkalinity_mg.L,Cl_mg.L,SO4_mg.L,Tfe_ug.L,TMn_ug.L,DMn_ug.L,Ca_mg.L,Mg_mg.L,Na_mg.L,K_mg.L,As_ug.L,Tsi_mg.L,Dsi_mg.L,Algae_cells.mL,Br_mg.L,Ecoli_MPN,FecalCol.100mL,TTHMFP_uM,Dfe_ug.L,DMn_ug.L,Pb_ug.L,STKN_mg.L,DTP_mg.L,TOPOO4_mg.L,CBOD5_mg.L,BOD20_mg.L,VSS_mg.L_alt,NO3_mg.L,NO2_mg.L,Si_mg.L,Color_mg.L,pH,SBFP,SolP.P_mg.L
12/03/2014,12:50,RC-05,15170,M,4,,30.3,10,3.33,191,0.123,0.516,0.7618,0.039,< 0.0050,4.549,5.107,105,16.9,46.9,142,40,,35.2,3.88,20.2,5.99,2.2,5.3,4.5,107727,0.294,< 1,,,,,,,,,,,,,,,,,,
12/03/2014,12:50,RC-05,15170,B,8,,37.9,6.67,4,201,< 0.10,0.204,0.6968,0.034,< 0.0050,4.549,< 1.0,100,17.2,34.1,124,39,,34.4,3.75,19.3,5.82,2.13,6.4,4.5,,0.294,1,,,,,,,,,,,,,,,,,,
12/03/2014,1:45,RC-06,15199,T,0.3,,25.8,77.3,10.7,255,< 0.10,0.75,0.8512,0.138,0.0674,4.758,5.172,115,27,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,
01/15/2015,10:15,RC-05,15170,M,4,PL,6.2,10.7,6,214,0.159,0.343,0.873,0.024,0.0066,4.483,4.426,110,11.7,32.3,221,29.1,,39,4.1,20.5,5.65,1.7,7,5.1,67909,<0.25,,,,,,,,,,,,,,,,,,,
02/04/2015,10:30,RC-05,15170,M,4,PL,3.6,11.7,2,191,0.217,0.363,1.12,0.036,0.0074,4.497,4.275,110,20,32.5,137,2.5,,39.9,4.24,21.6,5.72,1.7,5.7,4.9,19273,<0.25,,,,,,,,,,,,,,,,,,,
03/11/2015,11:30,RC-01,15168,T,0.3,,1.3,4,<2,225,0.158,0.578,1.49,0.031,0.0191,4.63,4.663,105,21.2,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,
03/11/2015,12:00,RC-02,15169,T,0.3,,4.9,4.33,<2,207,0.183,0.453,1.44,0.035,0.009,4.533,4.45,110,19.6,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,,,
03/11/2015,12:35,RC-03,11068,T,0.3,,3.1,9.67,2,209,0.204,0.384,1.4,0.024,<0.0050,4.551,4.427,115,17.1,,,,,,,,,,,,,,69.1,,,,,,,,,,,,,,,,,,
03/11/2015,13:00,RC-04,15172,T,0.3,,2.1,142,17,189,0.121,0.82,2.08,0.259,0.147,9.022,9.274,80,4.81,,,,,,,,,,,,,,3076,,,,,,,,,,,,,,,,,,
03/11/2015,10:00,RC-05,15170,T,0.3,,2.7,8.67,<2,213,<0.10,0.468,1.36,0.024,<0.0050,4.559,4.638,120,19.3,35.3,89,9.1,,36.3,3.84,20.1,5.17,1.44,6.97,5.56,,0.43,36.8,,,,,,,,,,,,,,,,,,
03/11/2015,10:00,RC-05,15170,M,5,,1.8,9,<2,228,0.0812,0.405,1.47,0.022,0.0076,4.614,4.499,115,20,36.5,116,11.5,,38,4.02,21.1,5.32,1.42,7.55,5.41,10909,0.43,6.3,,,,,,,,,,,,,,,,,,
03/11/2015,10:00,RC-05,15170,B,9,,<1.3,25,3.67,235,0.143,0.461,1.22,0.021,0.0148,4.578,4.587,120,20.8,38.9,217,26,,37.9,3.93,20.9,5.15,1.6,13.4,5.67,,0.43,7.5,,,,,,,,,,,,,,,,,,
03/11/2015,10:45,RC-06,15199,T ,0.3,,2.5,204,28,200,0.133,1.9375,1.95,0.28,0.118,7.724,6.409,135,6.8,,,,,,,,,,,,,,1793,,,,,,,,,,,,,,,,,,
04/16/2015,9:40,RC-05,15170,M,5,PL,2.7,11.7,3.67,216,0.103,0.2,0.54,0.045,0.0126,6.334,5.878,110,15.42,35.5,103,17,,40.3,3.83,17.7,5.32,1.8,8.3,5.1,29909,<0.25,,,,,,,,,,,,,,,,,,,
05/06/2015,10:30,RC-05,15170,M,5,PL,<1.0,10.7,2,222,0.193,0.271,1.15,0.041,0.0157,5.449,5.663,110,14.7,32.1631,150,18,,36.3,3.49,17.9,5.17,2.1,6.4,6.7,21727,<0.25,,,,,,,,,,,,,,,,,,,
06/03/2015,9:40,RC-01,15168,T,0.3,,5.3,7,4,175,0.14,0.463,0.786,0.058,0.0082,5.3,4.911,100,9.94,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/03/2015,9:40,RC-01,15168,M,7,,2.2,4,2,182,<0.10,0.506,<0.5,0.041,0.011,5.255,4.975,105,10.91,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
06/03/2015,9:40,RC-01,15168,B,14,,1.8,6.67,2,194,<0.10,0.638,<0.5,0.065,0.0308,5.806,6.18,105,13.29,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
06/03/2015,10:40,RC-02,15169,T,0.3,,1.8,7,2,185,<0.10,0.584,<0.5,0.084,0.0279,5.669,4.276,110,7.98,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
06/03/2015,10:40,RC-02,15169,M,6,,3.1,6.33,<2.0,173,<0.10,0.614,1.83,0.101,0.0449,5.639,5.493,100,7.38,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
06/03/2015,10:40,RC-02,15169,B,12,,0.9,6,<2.0,189,<0.10,0.714,0.927,0.099,0.0548,5.585,5.555,110,8.54,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,
06/03/2015,11:20,RC-03,11068,T,0.3,,7.6,8.33,3,150,<0.10,0.34,1.1,0.095,0.0223,5.587,5.49,95,6.91,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
06/03/2015,11:20,RC-03,11068,B,10,,<0.50,7.33,<2.0,165,<0.10,0.636,0.86,0.088,0.0477,5.331,5.146,185,8.17,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,
06/03/2015,12:00,RC-04,15172,M,2,,10.7,10,3.33,147,<0.10,0.307,1.56,0.273,0.1762,8.587,8.228,180,<5.0,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,
06/03/2015,12:40,RC-05,15170,T,0.3,,14.2,15.7,5,173,0.133,0.359,1.34,0.147,0.0406,5.976,5.756,110,6.03,21.442,74,11,,33,2.32,8.15,4.9,4.52,11,9.6,,<0.25,3.1,,,,,,,,,,,,,,,,,,
06/03/2015,12:40,RC-05,15170,M,5,,4.5,15.3,3.67,181,<0.10,0.584,0.914,0.119,0.0604,5.884,6.149,115,5.47,20.3873,144,17,,34.4,2.37,7.81,5.07,4.96,13,11,48000,<0.25,5.2,,,,,,,,,,,,,,,,,,
06/03/2015,12:40,RC-05,15170,B,11,,<0.50,31.3,7.33,204,<0.10,0.588,1.11,0.173,0.0802,6.241,5.988,115,5.7,20.6284,382,69,,34.9,2.47,7.93,5.04,5.3,15,11,,<0.25,18.2,,,,,,,,,,,,,,,,,,
06/03/2015,13:25,RC-06,15199,M,2,,11.6,24.7,6,224.7,<0.10,0.479,1.04,0.161,0.0802,6.446,6.735,120,<5.0,,,,,,,,,,,,,,13.4,,,,,,,,,,,,,,,,,,
07/15/2015,8:30,RC-05,15170,M,5,PL,14.7,7.33,8.67,165,<0.10,0.05,0.737,0.066,0.0126,5.31,5.466,95,7.5,20.7152,86.8,48,,29.4,2.64,9.73,5.03,6.8,8.1,7,70000,<0.25,,,,,,,,,,,,,,,,,,,
08/11/2015,8:50,RC-01,15168,T,0.3,,18.3,9,6,193,0.169,0.159,0.8,0.017,<0.0050,5.639,5.85,65,7.47,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,
08/11/2015,8:50,RC-01,15168,M,8,,10.2,2.67,3,194,0.15,0.076,0.63,0.02,<0.0050,5.432,5.952,100,7.92,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,
08/11/2015,8:50,RC-01,15168,B,15,,4.9,8.67,4,190,0.27,0.066,1,0.108,0.0803,5.866,6.493,70,10.99,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,
08/11/2015,9:30,RC-02,15169,T,0.3,,24.5,4.33,4.33,162,<0.10,0.065,0.76,0.032,<0.0050,5.378,5.367,100,7.92,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/11/2015,9:30,RC-02,15169,M,7,,15.6,5.33,4.33,173,0.171,0.063,0.7,0.029,<0.0050,5.335,5.46,115,8.73,,,,,,,,,,,,,,<2,,,,,,,,,,,,,,,,,,
08/11/2015,9:30,RC-02,15169,B,13,,8.5,3,<2.0,170,0.16,0.064,0.799,0.067,0.0375,5.489,5.613,110,8.73,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
08/11/2015,11:50,RC-03,11068,T,0.3,,19.6,23.3,18,169,0.18,0.045,0.89,0.041,<0.0050,5.581,5.466,105,8.22,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/11/2015,11:50,RC-03,11068,B,9,,5.3,10,6.33,204,0.2,0.048,0.81,0.085,0.0418,5.4,5.455,105,7.57,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
08/11/2015,12:15,RC-04,15172,M,2,,23.3,14.3,5.33,166,<0.10,0.058,0.89,0.077,0.0176,5.519,5.548,125,5.3,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,
08/11/2015,10:05,RC-05,15170,T,0.3,,7.4,8.67,<2.0,167,<0.10,0.063,0.73,0.039,<0.0050,5.485,6.114,100,7.97,21.442,300,11,,34.8,2.8,11,5.5,7,10.848,7.665,,0.17,1,,,,,,,,,,,,,,,,,,
08/11/2015,10:05,RC-05,15170,M,6,,27.7,3,<2.0,171,0.0998,0.0956,0.68,0.038,<0.0050,5.243,5.518,100,8.57,22.8,310,16,,34.3,2.8,11.3,5.2,7.3,9.894,7.911,79818,0.17,<1,,,,,,,,,,,,,,,,,,
08/11/2015,10:05,RC-05,15170,B,11,,12.6,26,11.3,187,0.26,0.16,1,0.124,0.0119,5.172,6.054,100,10.24,23.2,550,330,,37.3,2.9,12.8,5.5,14,13.963,8.775,,0.3,1,,,,,,,,,,,,,,,,,,
08/11/2015,11:00,RC-06,15199,M,2,,20,15.3,7.33,184,<0.10,0.44,0.84,0.06,<0.0050,5.09,5.257,100,11.55,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
09/02/2015,9:10,RC-01,15168,T,0.3,,6.2,2.9,2.6,153,<0.1,0.064,0.73,0.027,0.0077,5.2,6.1,110,9.1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
09/02/2015,9:10,RC-01,15168,M,7,,7.1,2.9,2.7,161,<0.1,0.61,0.51,0.022,0.0081,5.1,5.4,100,9.1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
09/02/2015,9:10,RC-01,15168,B,13,,3.6,3.4,2.7,171,<0.1,0.077,0.64,0.01,0.04,5.4,5.8,100,9.9,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,
09/02/2015,9:45,RC-02,15169,T,0.3,,8.9,4.1,2.7,156,<0.1,0.06,0.38,0.01,0.0099,5.4,4.7,102,9.3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
09/02/2015,9:45,RC-02,15169,M,7,,11.6,3.4,2.7,146,<0.1,0.61,0.57,0.033,0.0084,5.4,3.5,100,9.3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
09/02/2015,9:45,RC-02,15169,B,13,,1.8,5.7,4.3,163,0.29,0.077,1.3,0.09,0.062,5.4,4.5,108,9.8,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,
09/02/2015,10:25,RC-03,11068,T,0.3,,15.1,5.7,3.8,157,<0.1,0.057,0.6,0.033,0.012,5.7,4.3,92,9.2,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
09/02/2015,10:25,RC-03,11068,B,10,,2.7,17.7,10.7,155,0.16,0.08,0.53,0.11,0.085,5.5,4.9,100,9.3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
09/02/2015,10:00,RC-04,15172,M,2,E.coli bottle broke,8,15,7.2,157,0.54,0.064,0.5,0.033,0.012,5.7,5.7,104,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2015,12:15,RC-05,15170,T,0.3,,11.6,11,6.8,155,<0.1,0.053,0.91,0.033,0.014,5.4,5.8,82,10,20.3,350,23,,32.3,2.6,11.6,5.4,<1.0,9.845,7.83,,0.18,1,,,,,,,,,,,,,,,,,,
09/02/2015,12:15,RC-05,15170,M,5,,6.2,17.5,5.4,154,<0.1,0.059,0.75,0.022,0.01,4.9,5.2,110,9.9,20.5,780,54,,34.8,2.6,11.5,5.6,<1.0,11.276,8.108,28700,0.16,1,,,,,,,,,,,,,,,,,,
09/02/2015,12:15,RC-05,15170,B,11,,3.6,21,6,162,<0.1,0.0674,0.82,0.056,0.011,5,4.8,100,10,20.6,760,71,,34.8,2.6,11.3,5.6,<1.0,12.164,8.087,,0.15,1,,,,,,,,,,,,,,,,,,
09/02/2015,11:45,RC-06,15199,M,2,,22.2,21.8,7.9,147,0.1,0.042,0.83,0.075,0.009,5.6,5.4,96,11.2,,,,,,,,,,,,,,<2,,,,,,,,,,,,,,,,,,
10/14/2015,9:00,RC-05,15170,M,5,,5.2,9.5,3.6,75,<0.1,0.049,0.8,0.0305,0.0058,4.7,4.6,90,9.6,18.3,230,34,,33.4,2.4,11,4.9,6.8,9.74,8.17,132000,0.15,,,,,,,,,,,,,,,,,,,
11/11/2015,9:50,RC-05,15170,M,5,,<1.0,35.4,5.8,147,<0.1,0.33,0.88,0.14,0.049,5.3,5.8,80,4.3,14.6,600,81,,29.7,2.1,6.4,4.5,4.8,24.8,8.1,4540,<0.1,,,,,,,,,,,,,,,,,,,
12/02/2015,9:30,RC-01,15168,T,0.3,,3.3,5.6,<2.5,154,<0.1,0.44,0.99,0.044,0.034,4.7,4.6,68,4.6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
12/02/2015,10:10,RC-02,15169,T,0.3,,<0.62,6,<2.5,151,<0.1,0.43,0.93,0.061,0.036,4.8,5,78,4.6,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,
12/02/2015,12:20,RC-03,11068,T,0.3,,1.3,15.9,4.5,131,<0.1,0.4,1.7,0.085,0.056,6.1,5.6,72,2.7,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,,,,,,
12/02/2015,13:00,RC-04,15172,T,0.3,,4.4,28.1,5.2,141,<0.1,0.37,0.89,0.1,0.043,5.7,5.6,82,2.8,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,,
12/02/2015,10:40,RC-05,15170,T,0.3,,1.9,10.8,2.9,166,<0.1,0.45,0.78,0.074,0.037,4.9,5,86,5.2,17,910,28,,33.7,2.2,7.8,4.6,4.4,16,8.6,,<0.1,38.3,,,,,,,,,,,,,,,,,,
12/02/2015,10:40,RC-05,15170,M,6,,1.3,17.7,3.2,165,<0.1,0.46,0.86,0.076,0.039,5.3,4.9,74,5.4,17.9,1000,33,,33.6,2.3,7.9,4.5,4.3,16.9,8.62,9450,<0.1,22.8,,,,,,,,,,,,,,,,,,
12/02/2015,10:40,RC-05,15170,B,12,,2.5,26.5,5.2,189,<0.1,0.37,1,0.13,0.049,5.9,5.8,96,5.7,20.2,2300,44,,38.5,2.5,8.2,4.9,4.8,27.8,9.9,,<0.1,1986.3,,,,,,,,,,,,,,,,,,
12/02/2015,11:40,RC-06,15199,T,0.3,,3.3,127,18.1,176,<0.1,0.35,1.4,0.27,0.052,5.1,5.4,98,3.3,,,,,,,,,,,,,,148.3,,,,,,,,,,,,,,,,,,
01/13/2016,9:45,RC-05,15170,M,5,,<0.56,16.1,<4.1,161,<0.1,0.39,0.53,0.07,0.032,4.3,4.5,252,5.2,17.2,850,25,,27.3,1.8,6.1,2.7,2.9,12.43,8.17,17907,<0.1,,,,,,,,,,,,,,,,,,,
02/03/2016,11:20,RC-05,15170,M,6,,2.3,13,2.7,169,<0.1,0.42,0.45,0.066,0.022,4.7,4.3,94,5.4,18.6,710,29,,37.5,2.3,8,3.8,3.2,11.83,7.94,6220,<0.1,,,,,,,,,,,,,,,,,,,
03/15/2016,8:50,RC-01,15168,T ,0.3,,5.2,2.9,<2.5,167,<0.1,0.42,0.38,0.044,0.031,4.4,3.9,86,4.1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
03/15/2016,9:35,RC-02,15169,T,0.3,,11.2,9.8,3.5,148,0.11,0.29,0.36,0.047,0.013,4.1,3.9,90,4.1,,,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,
03/15/2016,10:10,RC-05,15170,T,0.3,,2.7,21.6,6,201,<0.1,0.44,0.37,0.044,<0.005,3.8,3.6,100,8.1,28.3,324,16,,41.2,2.52,11.8,3.5,2.6,6.9,3.4,,<0.1,13.4,,,,,,,,,,,,,,,,,,
03/15/2016,10:10,RC-05,15170,M,6,,3.8,20.8,6.4,195,<0.1,0.47,0.58,0.047,<0.005,4.1,3.9,100,8.1,28.7,322,14.8,,38.9,2.36,11.2,3.29,2.4,7.1,3.2,40800,<0.1,21.3,,,,,,,,,,,,,,,,,,
03/15/2016,10:10,RC-05,15170,B,12,,<0.77,28.9,6.5,189,0.11,0.16,0.52,0.061,0.0056,3.9,3.7,104,7.3,24.3,1260,35.2,,44.2,2.83,11.6,3.96,2.8,9.7,4.3,,<0.1,11.9,,,,,,,,,,,,,,,,,,
03/15/2016,11:00,RC-06,15199,T,0.3,,2.2,46.1,8.9,238,0.16,3.4,0.66,0.11,0.024,5.8,5.7,108,5,,,,,,,,,,,,,,71.7,,,,,,,,,,,,,,,,,,
03/16/2016,9:15,RC-03,11068,T,0.3,,5.2,11.6,<3.2,134,<0.1,0.25,0.5,0.043,0.0086,4.2,4.1,64,3.7,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,
03/16/2016,10:20,RC-04,15172,T,0.3,,<0.62,26.8,5.2,141,0.11,0.87,0.53,0.086,0.044,5.5,5.6,76,2.7,,,,,,,,,,,,,,133.3,,,,,,,,,,,,,,,,,,
04/13/2016,9:30,RC05,15170,M,5,,3.7,9.6,<2.5,179,<0.1,1.1,0.36,0.053,0.01,4,4.5,,6.1,21.1,656,21.5,,38.8,2.49,8.73,3.7,2.8,9.1,5.65,11300,<0.1,,,,,,,,,,,,,,,,,,,
05/11/2016,10:10,RC05,15170,M,5,,3,13.7,5,171,<0.1,0.95,0.5,0.056,0.0099,5.1,4.5,86,6.2,21.2,314,20.8,,39.5,2.65,9.45,3.78,2.8,6.57,4.67,55700,<0.1,,,,,,,,,,,,,,,,,,,
06/09/2016,8:50,RC-01,15168,T,0.3,,12.2,4.5,<2.5,103,<0.1,0.64,0.34,0.014,<0.005,4.7,4.2,80,6,,,,,,,,,,,,,,<2,,,,,,,,,,,,,,,,,,
06/09/2016,8:50,RC-01,15168,M,7,,3.3,5.5,2.9,119,<0.1,0.7,0.39,0.031,<0.005,4.5,4.2,86,6,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/09/2016,8:50,RC-01,15168,B,15,,14.1,4.2,<2.5,134,<0.1,0.82,0.33,0.023,<0.005,4.3,4.2,92,5.4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
06/09/2016,9:25,RC-02,15169,T,0.3,,21.3,6,2.9,110,<0.1,0.55,0.3,0.024,<0.005,4.6,4.2,74,6.4,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/09/2016,9:25,RC-02,15169,M,7,,28.6,6.9,3.9,131,<0.1,0.79,0.33,0.021,<0.005,4.6,4.3,88,6,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/09/2016,9:25,RC-02,15169,B,14,,10.3,6.8,3.8,107,<0.1,0.65,0.57,0.024,<0.005,4.6,4.4,72,6.5,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/09/2016,10:05,RC-03,11068,T,0.3,,15.8,6,3.3,126,<0.1,0.86,0.5,0.027,<0.005,4.3,4.2,90,6.1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
06/09/2016,10:05,RC-03,11068,B,11,,11.9,6.2,<2.5,128,<0.1,0.83,0.54,0.027,<0.005,4.4,4.3,90,5.8,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/09/2016,10:35,RC-04,15172,M,2,,22.5,9.4,6,100,<0.1,0.6,0.75,0.048,0.0051,5.6,4.9,74,5.7,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
06/09/2016,11:15,RC-05,15170,T,0.3,,15,9.6,5.5,113,<0.1,0.61,0.56,0.03,<0.005,4.6,4.6,80,7.7,26.1,158,4.7,,34,2.61,10.5,3.82,2.6,3.23,2.95,,<0.1,<1,,,,,,,,,,,,,,,,,,
06/09/2016,11:15,RC-05,15170,M,6,,4,7.8,6,141,<0.1,0.66,0.44,0.02,<0.005,4.5,3.8,78,7.4,26.1,121,4.6,,34.5,2.56,10.3,3.68,2.4,3.12,2.85,91400,<0.1,<1,,,,,,,,,,,,,,,,,,
06/09/2016,11:15,RC-05,15170,B,12,,4.4,29.2,6.2,134,<0.1,0.8,0.35,0.062,<0.005,4.3,3.5,98,6.5,21.8,692,63.7,,39.8,2.61,8.91,3.6,3.7,11.98,4.62,,<0.1,2,,,,,,,,,,,,,,,,,,
06/09/2016,12:00,RC-06,15199,M,2,,8.3,13.8,7.6,128,<0.1,0.32,0.83,0.054,<0.005,6.2,5.4,82,8,,,,,,,,,,,,,,<2,,,,,,,,,,,,,,,,,,
07/13/2016,9:30,RC-05,15170,M,5,,7.2,8,3.3,124,<0.1,0.41,0.58,0.038,0.0051,4.2,4.1,76,5.5,19.5,351,19.9,,32.4,2.26,7.79,4.3,5.2,6.03,4.77,63700,<0.1,,,,,,,,,,,,,,,,,,,
08/09/2016,9:30,RC-01,15168,T,0.3,,2.3,3.8,3.2,135,<0.1,<0.005,1.1,0.012,<0.005,4.1,3.7,78,5.8,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
08/09/2016,9:30,RC-01,15168,M,6,,3.7,3.9,2.5,126,<0.1,0.0074,0.57,0.024,<0.005,4,3.7,78,5.8,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/09/2016,9:30,RC-01,15168,B,14,,1.9,<2.5,<2.5,149,0.48,<0.005,0.57,0.017,<0.005,3.9,3.9,106,5.8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
08/09/2016,8:50,RC-02,15169,T,0.3,,4.7,5.2,3.6,135,<0.1,<0.005,0.65,0.066,<0.005,4.1,3.9,78,6.1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
08/09/2016,8:50,RC-02,15169,M,6,,7.4,4,3,132,<0.1,<0.005,0.48,0.072,<0.005,4.1,3.9,86,6,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/09/2016,8:50,RC-02,15169,B,14,,1.9,6.2,3.3,150,1.2,<0.005,1.1,0.17,0.054,4.5,4.3,108,5.9,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/09/2016,10:10,RC-03,11068,T,0.3,,6.8,5.1,3.6,141,<0.1,0.0076,0.69,0.02,<0.005,4.3,4.4,82,6.1,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/09/2016,10:10,RC-03,11068,B,12,,4.9,3.8,<3.6,126,<0.1,<0.005,0.57,0.038,<0.005,4.3,4.1,86,5.8,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/09/2016,10:45,RC-04,15172,M,2,,8.3,11.4,6.6,135,<0.1,0.0071,0.71,0.12,<0.005,4.4,4.3,84,5.7,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
08/09/2016,11:20,RC-05,15170,T,0.3,,10.9,6.1,3.8,145,<0.1,0.013,0.62,0.019,<0.005,4.5,4.2,80,6.2,19.2,104,10.6,,30.3,2.52,8.93,4.06,5.1,5.5,5.4,,<0.1,<1,,,,,,,,,,,,,,,,,,
08/09/2016,11:20,RC-05,15170,M,6,,<0.62,6.6,4.3,139,<0.1,0.0078,0.74,0.052,<0.005,3.8,4.5,78,6.2,19.3,109,12.4,,30.2,2.55,8.86,4.04,5.2,5.6,5.4,71300,0.19,<2,,,,,,,,,,,,,,,,,,
08/09/2016,11:20,RC-05,15170,B,12,,10.8,14.2,5.6,154,0.12,0.012,0.76,0.11,<0.005,3.8,3.8,90,6.7,20,276,128,,33,2.28,12.1,4.2,9,8,6.4,,<0.1,<1,,,,,,,,,,,,,,,,,,
08/09/2016,8:20,RC-06,15199,M,2,,12.3,20.7,6,102,<0.1,<0.005,0.83,0.047,<0.005,4,4.3,76,6.8,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
09/07/2016,12:40,RC-01,15168,T,0.3,,5.6,<8.1,<8.1,126,<0.1,<0.005,0.68,0.021,<0.005,4.6,4.8,80,5.8,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,,
09/07/2016,12:40,RC-01,15168,M,7,,3.5,3.2,<3.1,127,<0.1,0.0061,1.1,0.019,<0.005,4,4.4,88,5.7,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
09/07/2016,12:40,RC-01,15168,B,15,,1.4,4.7,<3.6,144,0.49,<0.005,0.85,0.062,0.023,4,4.4,96,5.7,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,
09/07/2016,9:00,RC-02,15169,T,0.3,,0.94,5.7,6.2,126,<0.1,<0.005,0.75,0.037,<0.005,4.1,4.6,82,5.3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
09/07/2016,9:00,RC-02,15169,M,7,,8.9,<2.6,<2.6,129,<0.1,<0.005,0.79,0.026,<0.005,4.2,3.9,88,5.8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
09/07/2016,9:00,RC-02,15169,B,15,,3.5,9.6,4.2,127,0.21,<0.005,0.53,0.047,<0.005,4,4.4,92,6,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
09/07/2016,9:40,RC-03,11068,T,0.3,,7.2,6,4.2,131,<0.1,<0.005,0.86,0.023,<0.005,4.7,4.5,84,5.8,,,,,,,,,,,,,,<1,,,,,,,,,,,,,,,,,,
09/07/2016,9:40,RC-03,11068,B,11,,7.9,4.7,2.7,132,<0.1,<0.005,0.76,0.029,<0.005,4.4,4.2,90,5.8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
09/07/2016,10:10,RC-04,15172,M,2,,5.9,18.5,<6.4,135,<0.1,<0.005,0.96,0.062,<0.005,4.8,4.5,86,6,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,
09/07/2016,10:40,RC-05,15170,T,0.3,,7.2,7.3,4.2,135,<0.1,<0.005,0.88,0.029,<0.005,4.7,4.2,84,6.2,19.6,145,19,,32.2,2.44,8.6,4.14,5,5.3,6,,0.15,2,,,,,,,,,,,,,,,,,,
